channel,energy_ev,abacus_minus_cohp,lobster_minus_pcohp,lobster_scaled_minus_pcohp
Pt-C_total,2.819920,-1.4208373893e-01,-1.7247535116e+00,-4.2636289858e-02
Pt-C_total,2.869920,-1.5044602256e-01,-1.7865514004e+00,-4.4163947394e-02
Pt-C_total,2.919920,-1.5732199699e-01,-1.8264018715e+00,-4.5149059891e-02
Pt-C_total,2.969920,-1.6265742833e-01,-1.8705972172e+00,-4.6241578653e-02
Pt-C_total,3.019920,-1.6629484553e-01,-1.9268539904e+00,-4.7632258580e-02
Pt-C_total,3.069920,-1.6795988725e-01,-1.9774726252e+00,-4.8883562473e-02
Pt-C_total,3.119920,-1.6737633029e-01,-1.9905783779e+00,-4.9207539591e-02
Pt-C_total,3.169920,-1.6444006056e-01,-1.9427107241e+00,-4.8024240559e-02
Pt-C_total,3.219920,-1.5934810375e-01,-1.8363938081e+00,-4.5396062783e-02
Pt-C_total,3.269920,-1.5260849763e-01,-1.6990064665e+00,-4.1999817185e-02
Pt-C_total,3.319920,-1.4492982256e-01,-1.5643863834e+00,-3.8671978834e-02
Pt-C_total,3.369920,-1.3705728342e-01,-1.4519067039e+00,-3.5891456176e-02
Pt-C_total,3.419920,-1.2964248977e-01,-1.3589267804e+00,-3.3592971816e-02
Pt-C_total,3.469920,-1.2319795502e-01,-1.2708591201e+00,-3.1415919696e-02
Pt-C_total,3.519920,-1.1812410783e-01,-1.1786469160e+00,-2.9136413531e-02
Pt-C_total,3.569920,-1.1475044633e-01,-1.0894226217e+00,-2.6930769160e-02
Pt-C_total,3.619920,-1.1333141993e-01,-1.0228862797e+00,-2.5285976007e-02
Pt-C_total,3.669920,-1.1397713158e-01,-9.9774341181e-01,-2.4664438730e-02
Pt-C_total,3.719920,-1.1654940147e-01,-1.0187640575e+00,-2.5184073759e-02
Pt-C_total,3.769920,-1.2058325733e-01,-1.0733125539e+00,-2.6532524705e-02
Pt-C_total,3.819920,-1.2528833082e-01,-1.1383692659e+00,-2.8140741075e-02
Pt-C_total,3.869920,-1.2965180027e-01,-1.1920163767e+00,-2.9466909568e-02
Pt-C_total,3.919920,-1.3262407034e-01,-1.2213694634e+00,-3.0192524390e-02
Pt-C_total,3.969920,-1.3333793067e-01,-1.2231023339e+00,-3.0235361335e-02
Pt-C_total,4.019920,-1.3130000166e-01,-1.1989754988e+00,-2.9638940612e-02
Pt-C_total,4.069920,-1.2650059774e-01,-1.1519008897e+00,-2.8475245820e-02
Pt-C_total,4.119920,-1.1941149216e-01,-1.0854929609e+00,-2.6833627072e-02
Pt-C_total,4.169920,-1.1087416529e-01,-1.0051658727e+00,-2.4847923612e-02
Pt-C_total,4.219920,-1.0191351005e-01,-9.1797698723e-01,-2.2692594999e-02
Pt-C_total,4.269920,-9.3531043969e-02,-8.3037556553e-01,-2.0527068399e-02
Pt-C_total,4.319920,-8.6529542401e-02,-7.4678726257e-01,-1.8460746985e-02
Pt-C_total,4.369920,-8.1401006704e-02,-6.7016367644e-01,-1.6566594919e-02
Pt-C_total,4.419920,-7.8285360638e-02,-6.0373670391e-01,-1.4924505405e-02
Pt-C_total,4.469920,-7.6991657188e-02,-5.5087945143e-01,-1.3617862385e-02
Pt-C_total,4.519920,-7.7069957774e-02,-5.1337759777e-01,-1.2690808233e-02
Pt-C_total,4.569920,-7.7922164677e-02,-4.8980181329e-01,-1.2108009605e-02
Pt-C_total,4.619920,-7.8934242819e-02,-4.7631416201e-01,-1.1774591870e-02
Pt-C_total,4.669920,-7.9600624308e-02,-4.6906290644e-01,-1.1595339222e-02
Pt-C_total,4.719920,-7.9605481653e-02,-4.6595102155e-01,-1.1518412736e-02
Pt-C_total,4.769920,-7.8836773102e-02,-4.6598517654e-01,-1.1519257055e-02
Pt-C_total,4.819920,-7.7336931210e-02,-4.6700437463e-01,-1.1544451858e-02
Pt-C_total,4.869920,-7.5223347920e-02,-4.6418404629e-01,-1.1474732715e-02
Pt-C_total,4.919920,-7.2623011772e-02,-4.5132105526e-01,-1.1156756720e-02
Pt-C_total,4.969920,-6.9650601626e-02,-4.2488483240e-01,-1.0503247420e-02
Pt-C_total,5.019920,-6.6427782010e-02,-3.8823585478e-01,-9.5972765538e-03
Pt-C_total,5.069920,-6.3114105888e-02,-3.5240560255e-01,-8.7115447612e-03
Pt-C_total,5.119920,-5.9913976314e-02,-3.3157845601e-01,-8.1966930733e-03
Pt-C_total,5.169920,-5.7042087832e-02,-3.3532199322e-01,-8.2892341443e-03
Pt-C_total,5.219920,-5.4659085978e-02,-3.6197926391e-01,-8.9482077963e-03
Pt-C_total,5.269920,-5.2811149229e-02,-3.9740672785e-01,-9.8239825730e-03
Pt-C_total,5.319920,-5.1408678649e-02,-4.2081515859e-01,-1.0402644180e-02
Pt-C_total,5.369920,-5.0260002301e-02,-4.1486413408e-01,-1.0255533532e-02
Pt-C_total,5.419920,-4.9147883550e-02,-3.7439983842e-01,-9.2552471566e-03
Pt-C_total,5.469920,-4.7916147949e-02,-3.0835878292e-01,-7.6226975975e-03
Pt-C_total,5.519920,-4.6531950095e-02,-2.3383489727e-01,-5.7804505931e-03
Pt-C_total,5.569920,-4.5105219810e-02,-1.6702267704e-01,-4.1288376706e-03
Pt-C_total,5.619920,-4.3869033722e-02,-1.1657396648e-01,-2.8817343414e-03
Pt-C_total,5.669920,-4.3138818218e-02,-8.2774039497e-02,-2.0461926397e-03
Pt-C_total,5.719920,-4.3267208064e-02,-6.0936412610e-02,-1.5063616531e-03
Pt-C_total,5.769920,-4.4599302301e-02,-4.5630468781e-02,-1.1279953224e-03
Pt-C_total,5.819920,-4.7421751354e-02,-3.3398950519e-02,-8.2562947443e-04
Pt-C_total,5.869920,-5.1898812291e-02,-2.2993985637e-02,-5.6841643171e-04
Pt-C_total,5.919920,-5.8000515939e-02,-1.4517767358e-02,-3.5888243336e-04
Pt-C_total,5.969920,-6.5444214540e-02,-8.2862537403e-03,-2.0483803276e-04
Pt-C_total,6.019920,-7.3679415040e-02,-4.2333998404e-03,-1.0465058425e-04
Pt-C_total,6.069920,-8.1939610490e-02,-1.9251067225e-03,-4.7589065729e-05
Pt-C_total,6.119920,-8.9364742685e-02,-7.8103950518e-04,-1.9307470030e-05
Pt-C_total,6.169920,-9.5171836048e-02,-2.8200678236e-04,-6.9712702912e-06
Pt-C_total,6.219920,-9.8829586938e-02,-9.3008778930e-05,-2.2991976716e-06
Pt-C_total,6.269920,-1.0018392734e-01,-1.8300418911e-05,-4.5239041983e-07
Pt-C_total,6.319920,-9.9490402135e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,6.369920,-9.7334975564e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,6.419920,-9.4461008982e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,6.469920,-9.1554480116e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,6.519920,-8.9057648700e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,6.569920,-8.7073033388e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,6.619920,-8.5385180605e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,6.669920,-8.3580664424e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,6.719920,-8.1208360279e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,6.769920,-7.7910813706e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,6.819920,-7.3478830208e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,6.869920,-6.7823852417e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,6.919920,-6.0904031088e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,6.969920,-5.2659152278e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.019920,-4.2998257897e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.069920,-3.1849961578e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.119920,-1.9248743777e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.169920,-5.4110491597e-03,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.219920,9.2376294177e-03,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.269920,2.4095549645e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.319920,3.8458016406e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.369920,5.1598263231e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.419920,6.2833412490e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.469920,7.1577203904e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.519920,7.7398266896e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.569920,8.0096629668e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.619920,7.9784218103e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.669920,7.6928103236e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.719920,7.2312457379e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.769920,6.6905015074e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.819920,6.1660960641e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.869920,5.7332601097e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.919920,5.4354628402e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,7.969920,5.2841250620e-02,0.0000000000e+00,0.0000000000e+00
Pt-C_total,8.019920,5.2682176653e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,-12.030080,-5.2877099299e-17,-0.0000000000e+00,-0.0000000000e+00
C-O_total,-11.980080,-3.9805987314e-16,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.930080,-2.8202129388e-15,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.880080,-1.8805370604e-14,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.830080,-1.1802167047e-13,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.780080,-6.9716318464e-13,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.730080,-3.8762565348e-12,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.680080,-2.0286545202e-11,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.630080,-9.9938518557e-11,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.580080,-4.6344504908e-10,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.530080,-2.0230889208e-09,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.480080,-8.3136837235e-09,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.430080,-3.2162054957e-08,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.380080,-1.1713193979e-07,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.330080,-4.0160317433e-07,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.280080,-1.2963362978e-06,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.230080,-3.9395345994e-06,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.180080,-1.1271617193e-05,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.130080,-3.0363259979e-05,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.080080,-7.7008305423e-05,0.0000000000e+00,0.0000000000e+00
C-O_total,-11.030080,-1.8389046437e-04,0.0000000000e+00,0.0000000000e+00
C-O_total,-10.980080,-4.1344532592e-04,1.8946738480e-05,3.6232670678e-07
C-O_total,-10.930080,-8.7522195774e-04,7.6695929769e-05,1.4666895670e-06
C-O_total,-10.880080,-1.7444670739e-03,3.2501097147e-04,6.2153259299e-06
C-O_total,-10.830080,-3.2738153359e-03,1.3175418994e-03,2.5195925830e-05
C-O_total,-10.780080,-5.7848740927e-03,4.7732535408e-03,9.1281000046e-05
C-O_total,-10.730080,-9.6245970945e-03,1.5321915403e-02,2.9300764115e-04
C-O_total,-10.680080,-1.5077167256e-02,4.3656971873e-02,8.3487122934e-04
C-O_total,-10.630080,-2.2238430919e-02,1.1044157622e-01,2.1120222166e-03
C-O_total,-10.580080,-3.0883986601e-02,2.4786240575e-01,4.7399804089e-03
C-O_total,-10.530080,-4.0383502600e-02,4.9373067039e-01,9.4418259917e-03
C-O_total,-10.480080,-4.9717760175e-02,8.7269582087e-01,1.6688941114e-02
C-O_total,-10.430080,-5.7630252102e-02,1.3690379569e+00,2.6180707297e-02
C-O_total,-10.380080,-6.2894728185e-02,1.9059097127e+00,3.6447538998e-02
C-O_total,-10.330080,-6.4624176097e-02,2.3548770497e+00,4.5033336327e-02
C-O_total,-10.280080,-6.2514977559e-02,2.5825385515e+00,4.9387006079e-02
C-O_total,-10.230080,-5.6933998698e-02,2.5138453202e+00,4.8073355589e-02
C-O_total,-10.180080,-4.8814331295e-02,2.1720790184e+00,4.1537610202e-02
C-O_total,-10.130080,-3.9400379142e-02,1.6661487433e+00,3.1862485873e-02
C-O_total,-10.080080,-2.9937931167e-02,1.1346382083e+00,2.1698179126e-02
C-O_total,-10.030080,-2.1414552892e-02,6.8614251147e-01,1.3121401175e-02
C-O_total,-9.980080,-1.4420513839e-02,3.6844354749e-01,7.0459059397e-03
C-O_total,-9.930080,-9.1436422246e-03,1.7574485139e-01,3.3608451029e-03
C-O_total,-9.880080,-5.4625360533e-03,7.4477513966e-02,1.4242658383e-03
C-O_total,-9.830080,-3.0805215025e-03,2.8110257331e-02,5.3756465664e-04
C-O_total,-9.780080,-1.6489640932e-03,9.6312210694e-03,1.8418202246e-04
C-O_total,-9.730080,-8.5108342748e-04,3.4001077199e-03,6.5021736282e-05
C-O_total,-9.680080,-4.4132091937e-04,2.0434158021e-03,3.9077127651e-05
C-O_total,-9.630080,-2.5077828087e-04,2.6439297826e-03,5.0561017247e-05
C-O_total,-9.580080,-1.7414211803e-04,4.1963494913e-03,8.0248613411e-05
C-O_total,-9.530080,-1.5098706416e-04,6.3247805267e-03,1.2095152428e-04
C-O_total,-9.480080,-1.4900520745e-04,8.7110432875e-03,1.6658506319e-04
C-O_total,-9.430080,-1.5190966114e-04,1.1125187550e-02,2.1275179216e-04
C-O_total,-9.380080,-1.5187381779e-04,1.3504280870e-02,2.5824822674e-04
C-O_total,-9.330080,-1.4528504156e-04,1.5999608939e-02,3.0596746889e-04
C-O_total,-9.280080,-1.3058640233e-04,1.8771849192e-02,3.5898222299e-04
C-O_total,-9.230080,-1.0734356320e-04,2.1722609737e-02,4.1541089812e-04
C-O_total,-9.180080,-7.5986364912e-05,2.4343443048e-02,4.6553023153e-04
C-O_total,-9.130080,-3.7818245226e-05,2.5924026337e-02,4.9575641206e-04
C-O_total,-9.080080,5.0661843713e-06,2.6027713944e-02,4.9773927519e-04
C-O_total,-9.030080,5.0241880339e-05,2.4735059856e-02,4.7301928979e-04
C-O_total,-8.980080,9.5915790795e-05,2.2620305206e-02,4.3257791838e-04
C-O_total,-8.930080,1.4229750964e-04,2.0285865922e-02,3.8793542231e-04
C-O_total,-8.880080,1.9311846126e-04,1.7990881708e-02,3.4404744268e-04
C-O_total,-8.830080,2.5701888962e-04,1.5630837989e-02,2.9891530190e-04
C-O_total,-8.780080,3.4866090259e-04,1.3022455615e-02,2.4903407319e-04
C-O_total,-8.730080,4.8964658074e-04,1.0160646320e-02,1.9430645140e-04
C-O_total,-8.680080,7.0950738015e-04,7.3409497207e-03,1.4038416901e-04
C-O_total,-8.630080,1.0471143026e-03,4.9364671853e-03,9.4402205438e-05
C-O_total,-8.580080,1.5528436605e-03,3.2244114126e-03,6.1661819509e-05
C-O_total,-8.530080,2.2917342641e-03,2.2076301616e-03,4.2217470151e-05
C-O_total,-8.480080,3.3475781901e-03,1.7374780527e-03,3.3226547228e-05
C-O_total,-8.430080,4.8271086149e-03,1.4650329144e-03,2.8016460552e-05
C-O_total,-8.380080,6.8618898989e-03,8.8049082203e-04,1.6838008306e-05
C-O_total,-8.330080,9.6033161277e-03,-8.6976261720e-04,-1.6632848187e-05
C-O_total,-8.280080,1.3204334709e-02,-5.1722585794e-03,-9.8911346650e-05
C-O_total,-8.230080,1.7782144308e-02,-1.4219437463e-02,-2.7192447679e-04
C-O_total,-8.180080,2.3361303386e-02,-3.1350660415e-02,-5.9953229182e-04
C-O_total,-8.130080,2.9806918932e-02,-6.1582184321e-02,-1.1776628502e-03
C-O_total,-8.080080,3.6769903030e-02,-1.1221422187e-01,-2.1459212891e-03
C-O_total,-8.030080,4.3674044855e-02,-1.9263506284e-01,-3.6838439503e-03
C-O_total,-7.980080,4.9770263537e-02,-3.1204000997e-01,-5.9672766010e-03
C-O_total,-7.930080,5.4263569791e-02,-4.7382503591e-01,-9.0611619004e-03
C-O_total,-7.880080,5.6488483111e-02,-6.6831463794e-01,-1.2780471009e-02
C-O_total,-7.830080,5.6082973374e-02,-8.6894184158e-01,-1.6617152138e-02
C-O_total,-7.780080,5.3105132126e-02,-1.0366783024e+00,-1.9824849311e-02
C-O_total,-7.730080,4.8057952399e-02,-1.1336537151e+00,-2.1679352235e-02
C-O_total,-7.680080,4.1827997903e-02,-1.1386725035e+00,-2.1775328705e-02
C-O_total,-7.630080,3.5582929419e-02,-1.0555669393e+00,-2.0186064917e-02
C-O_total,-7.580080,3.0688290053e-02,-9.0883931777e-01,-1.7380128899e-02
C-O_total,-7.530080,2.8683240817e-02,-7.2973333599e-01,-1.3955007440e-02
C-O_total,-7.480080,3.1302944801e-02,-5.3944954518e-01,-1.0316127886e-02
C-O_total,-7.430080,4.0473684600e-02,-3.3220686552e-01,-6.3529361363e-03
C-O_total,-7.380080,5.8167741988e-02,-5.5665663275e-02,-1.0645186493e-03
C-O_total,-7.330080,8.6020845341e-02,4.1386989625e-01,7.9146137316e-03
C-O_total,-7.280080,1.2470311390e-01,1.2892609276e+00,2.4655096526e-02
C-O_total,-7.230080,1.7318015495e-01,2.8509753851e+00,5.4520440205e-02
C-O_total,-7.180080,2.2814693045e-01,5.3434774267e+00,1.0218563901e-01
C-O_total,-7.130080,2.8397580264e-01,8.7895416437e+00,1.6808622134e-01
C-O_total,-7.080080,3.3341767713e-01,1.2804882155e+01,2.4487332143e-01
C-O_total,-7.030080,3.6902795503e-01,1.6566048887e+01,3.1679974598e-01
C-O_total,-6.980080,3.8495543123e-01,1.9054630004e+01,3.6438996324e-01
C-O_total,-6.930080,3.7850028138e-01,1.9498336980e+01,3.7287516440e-01
C-O_total,-6.880080,3.5086205586e-01,1.7762211921e+01,3.3967449107e-01
C-O_total,-6.830080,3.0678472819e-01,1.4417367201e+01,2.7570957313e-01
C-O_total,-6.780080,2.5323614371e-01,1.0441969050e+01,1.9968630813e-01
C-O_total,-6.730080,1.9762186173e-01,6.7678555356e+00,1.2942464006e-01
C-O_total,-6.680080,1.4615675116e-01,3.9500305626e+00,7.5538149584e-02
C-O_total,-6.630080,1.0286758542e-01,2.1082125454e+00,4.0316263908e-02
C-O_total,-6.580080,6.9385241913e-02,1.0681081883e+00,2.0425896667e-02
C-O_total,-6.530080,4.5377410706e-02,5.5716716736e-01,1.0654949668e-02
C-O_total,-6.480080,2.9302673006e-02,3.3627538109e-01,6.4307401260e-03
C-O_total,-6.430080,1.9166607318e-02,2.4735369838e-01,4.7302521772e-03
C-O_total,-6.380080,1.3075446520e-02,2.0532735887e-01,3.9265642384e-03
C-O_total,-6.330080,9.5257840442e-03,1.7291093575e-01,3.3066509037e-03
C-O_total,-6.280080,7.4737518422e-03,1.3834931578e-01,2.6457140380e-03
C-O_total,-6.230080,6.2710617063e-03,1.0138919792e-01,1.9389096559e-03
C-O_total,-6.180080,5.5504410129e-03,6.5909210054e-02,1.2604104422e-03
C-O_total,-6.130080,5.1149579974e-03,3.5960275339e-02,6.8768395955e-04
C-O_total,-6.080080,4.8560428614e-03,1.3702760822e-02,2.6204384504e-04
C-O_total,-6.030080,4.7042331971e-03,-1.4869433360e-03,-2.8435463057e-05
C-O_total,-5.980080,4.6061855566e-03,-1.2385050868e-02,-2.3684470543e-04
C-O_total,-5.930080,4.5183504690e-03,-2.2304575020e-02,-4.2654007293e-04
C-O_total,-5.880080,4.4084865864e-03,-3.3240281269e-02,-6.3566833190e-04
C-O_total,-5.830080,4.2586017895e-03,-4.5050027933e-02,-8.6151124524e-04
C-O_total,-5.780080,4.0657598733e-03,-5.6018456014e-02,-1.0712652580e-03
C-O_total,-5.730080,3.8398156853e-03,-6.4090993615e-02,-1.2256398997e-03
C-O_total,-5.680080,3.5990428593e-03,-6.7996064233e-02,-1.3003182608e-03
C-O_total,-5.630080,3.3654667393e-03,-6.7851644054e-02,-1.2975564510e-03
C-O_total,-5.580080,3.1614948923e-03,-6.5120257331e-02,-1.2453229567e-03
C-O_total,-5.530080,3.0084893583e-03,-6.2167426691e-02,-1.1888546942e-03
C-O_total,-5.480080,2.9267968214e-03,-6.1229656824e-02,-1.1709213138e-03
C-O_total,-5.430080,2.9359612155e-03,-6.3005220427e-02,-1.2048761876e-03
C-O_total,-5.380080,3.0536930269e-03,-6.5571843575e-02,-1.2539588365e-03
C-O_total,-5.330080,3.2927061430e-03,-6.4668037104e-02,-1.2366749529e-03
C-O_total,-5.280080,3.6555798389e-03,-5.5602609737e-02,-1.0633128491e-03
C-O_total,-5.230080,4.1290127218e-03,-3.5731352483e-02,-6.8330616838e-04
C-O_total,-5.180080,4.6797426655e-03,-6.0897007182e-03,-1.1645599103e-04
C-O_total,-5.130080,5.2545427130e-03,2.8749046479e-02,5.4978049889e-04
C-O_total,-5.080080,5.7857960249e-03,6.2413683160e-02,1.1935639636e-03
C-O_total,-5.030080,6.2023472545e-03,8.8810915619e-02,1.6983697018e-03
C-O_total,-4.980080,6.4432506389e-03,1.0369933759e-01,1.9830874598e-03
C-O_total,-4.930080,6.4705886543e-03,1.0535494115e-01,2.0147482856e-03
C-O_total,-4.880080,6.2774607703e-03,9.4346145251e-02,1.8042223015e-03
C-O_total,-4.830080,5.8886965660e-03,7.2956784361e-02,1.3951842657e-03
C-O_total,-4.780080,5.3542650943e-03,4.4466319569e-02,8.5034873675e-04
C-O_total,-4.730080,4.7377024611e-03,1.2604940144e-02,2.4104974353e-04
C-O_total,-4.680080,4.1031856668e-03,-1.8834502294e-02,-3.6018036546e-04
C-O_total,-4.630080,3.5047033327e-03,-4.6695670391e-02,-8.9298158052e-04
C-O_total,-4.580080,2.9793942239e-03,-6.9323798125e-02,-1.3257090925e-03
C-O_total,-4.530080,2.5453440481e-03,-8.7235865922e-02,-1.6682493425e-03
C-O_total,-4.480080,2.2028116068e-03,-1.0296467983e-01,-1.9690382805e-03
C-O_total,-4.430080,1.9374586950e-03,-1.1993841979e-01,-2.2936344799e-03
C-O_total,-4.380080,1.7245451682e-03,-1.4088747058e-01,-2.6942522743e-03
C-O_total,-4.330080,1.5336545848e-03,-1.6657731045e-01,-3.1855302370e-03
C-O_total,-4.280080,1.3337727274e-03,-1.9556835627e-01,-3.7399385944e-03
C-O_total,-4.230080,1.0982843053e-03,-2.2511382482e-01,-4.3049494183e-03
C-O_total,-4.180080,8.0899472024e-04,-2.5276383603e-01,-4.8337125884e-03
C-O_total,-4.130080,4.5813479228e-04,-2.7770640862e-01,-5.3107002344e-03
C-O_total,-4.080080,4.7757171397e-05,-3.0080512268e-01,-5.7524269730e-03
C-O_total,-4.030080,-4.1317587589e-04,-3.2339909617e-01,-6.1845013385e-03
C-O_total,-3.980080,-9.1286669871e-04,-3.4589657491e-01,-6.6147303930e-03
C-O_total,-3.930080,-1.4404206600e-03,-3.6749545781e-01,-7.0277752092e-03
C-O_total,-3.880080,-1.9880218324e-03,-3.8739589186e-01,-7.4083398504e-03
C-O_total,-3.830080,-2.5509974888e-03,-4.0638206862e-01,-7.7714207526e-03
C-O_total,-3.780080,-3.1259725114e-03,-4.2766584996e-01,-8.1784397447e-03
C-O_total,-3.730080,-3.7079077626e-03,-4.5615103132e-01,-8.7231742363e-03
C-O_total,-3.680080,-4.2871805736e-03,-4.9626325419e-01,-9.4902576914e-03
C-O_total,-3.630080,-4.8479669432e-03,-5.4922570916e-01,-1.0503081714e-02
C-O_total,-3.580080,-5.3689297485e-03,-6.1120531125e-01,-1.1688344557e-02
C-O_total,-3.530080,-5.8265211447e-03,-6.7355848993e-01,-1.2880751467e-02
C-O_total,-3.480080,-6.2001825726e-03,-7.2561711891e-01,-1.3876291234e-02
C-O_total,-3.430080,-6.4777713753e-03,-7.5895782565e-01,-1.4513880046e-02
C-O_total,-3.380080,-6.6591813506e-03,-7.7095152434e-01,-1.4743240753e-02
C-O_total,-3.330080,-6.7566587582e-03,-7.6557030521e-01,-1.4640333363e-02
C-O_total,-3.280080,-6.7915730283e-03,-7.5095771947e-01,-1.4360890541e-02
C-O_total,-3.230080,-6.7887907478e-03,-7.3506684620e-01,-1.4057002472e-02
C-O_total,-3.180080,-6.7706592044e-03,-7.2181211251e-01,-1.3803526444e-02
C-O_total,-3.130080,-6.7525854374e-03,-7.0973847366e-01,-1.3572637006e-02
C-O_total,-3.080080,-6.7414240068e-03,-6.9376061041e-01,-1.3267085389e-02
C-O_total,-3.030080,-6.7368043182e-03,-6.6877458899e-01,-1.2789266852e-02
C-O_total,-2.980080,-6.7345876831e-03,-6.3293607820e-01,-1.2103911449e-02
C-O_total,-2.930080,-6.7310834672e-03,-5.8885006385e-01,-1.1260835454e-02
C-O_total,-2.880080,-6.7264935650e-03,-5.4230938560e-01,-1.0370817856e-02
C-O_total,-2.830080,-6.7262492331e-03,-4.9977458101e-01,-9.5574063187e-03
C-O_total,-2.780080,-6.7394635375e-03,-4.6632089168e-01,-8.9176568919e-03
C-O_total,-2.730080,-6.7746659579e-03,-4.4479925978e-01,-8.5060893801e-03
C-O_total,-2.680080,-6.8341631940e-03,-4.3595404947e-01,-8.3369385828e-03
C-O_total,-2.630080,-6.9093409120e-03,-4.3860805267e-01,-8.3876922384e-03
C-O_total,-2.580080,-6.9793817542e-03,-4.4967421305e-01,-8.5993152282e-03
C-O_total,-2.530080,-7.0148414385e-03,-4.6422785515e-01,-8.8776308454e-03
C-O_total,-2.480080,-6.9855200185e-03,-4.7617825853e-01,-9.1061635982e-03
C-O_total,-2.430080,-6.8699758752e-03,-4.7992886273e-01,-9.1778880309e-03
C-O_total,-2.380080,-6.6629845223e-03,-4.7245924995e-01,-9.0350433824e-03
C-O_total,-2.330080,-6.3779263182e-03,-4.5474275284e-01,-8.6962431155e-03
C-O_total,-2.280080,-6.0432445393e-03,-4.3139420591e-01,-8.2497387144e-03
C-O_total,-2.230080,-5.6946445767e-03,-4.0845928187e-01,-7.8111442034e-03
C-O_total,-2.180080,-5.3662965420e-03,-3.9043493017e-01,-7.4664566996e-03
C-O_total,-2.130080,-5.0842250629e-03,-3.7837435268e-01,-7.2358170395e-03
C-O_total,-2.080080,-4.8635629127e-03,-3.7011266560e-01,-7.0778252102e-03
C-O_total,-2.030080,-4.7093904310e-03,-3.6209588071e-01,-6.9245167517e-03
C-O_total,-1.980080,-4.6195409059e-03,-3.5149226656e-01,-6.7217392342e-03
C-O_total,-1.930080,-4.5875481339e-03,-3.3732138839e-01,-6.4507433778e-03
C-O_total,-1.880080,-4.6046441407e-03,-3.2047003192e-01,-6.1284875711e-03
C-O_total,-1.830080,-4.6607248392e-03,-3.0315024736e-01,-5.7972738105e-03
C-O_total,-1.780080,-4.7448487750e-03,-2.8812029330e-01,-5.5098494728e-03
C-O_total,-1.730080,-4.8458486771e-03,-2.7788358867e-01,-5.3140885254e-03
C-O_total,-1.680080,-4.9531852982e-03,-2.7395290104e-01,-5.2389202791e-03
C-O_total,-1.630080,-5.0576840549e-03,-2.7643652902e-01,-5.2864157755e-03
C-O_total,-1.580080,-5.1516642820e-03,-2.8433498504e-01,-5.4374613794e-03
C-O_total,-1.530080,-5.2283220021e-03,-2.9623709497e-01,-5.6650705957e-03
