# Energy(eV) minus_pCOHP_up minus_pCOHP_down minus_pCOHP_sum
-7.669170000000000265e+00 -8.099999999999999561e-04 2.999999999999999737e-04 -5.100000000000000366e-04
-7.619049999999999656e+00 2.990000000000000036e-03 4.329999999999999648e-03 7.320000000000000118e-03
-7.568920000000000314e+00 8.290000000000000493e-03 9.879999999999999893e-03 1.816999999999999865e-02
-7.518799999999999706e+00 1.574000000000000052e-02 1.755999999999999922e-02 3.329999999999999627e-02
-7.468670000000000364e+00 2.607999999999999902e-02 2.802999999999999936e-02 5.410999999999999838e-02
-7.418549999999999756e+00 4.003000000000000308e-02 4.188000000000000056e-02 8.191000000000001058e-02
-7.368420000000000414e+00 5.797000000000000069e-02 5.917000000000000037e-02 1.171399999999999941e-01
-7.318299999999999805e+00 7.954999999999999571e-02 7.911999999999999589e-02 1.586699999999999777e-01
-7.268169999999999575e+00 1.037799999999999973e-01 1.003799999999999970e-01 2.041600000000000081e-01
-7.218049999999999855e+00 1.305999999999999939e-01 1.228400000000000047e-01 2.534399999999999986e-01
-7.167919999999999625e+00 1.639799999999999869e-01 1.508299999999999919e-01 3.148099999999999787e-01
-7.117790000000000283e+00 2.149999999999999967e-01 1.958999999999999908e-01 4.108999999999999875e-01
-7.067669999999999675e+00 3.016499999999999737e-01 2.761299999999999866e-01 5.777799999999999603e-01
-7.017540000000000333e+00 4.428000000000000269e-01 4.102700000000000236e-01 8.530699999999999950e-01
-6.967419999999999725e+00 6.469799999999999995e-01 6.073300000000000365e-01 1.254310000000000036e+00
-6.917290000000000383e+00 9.009500000000000286e-01 8.560499999999999776e-01 1.757000000000000117e+00
-6.867169999999999774e+00 1.165359999999999951e+00 1.120419999999999972e+00 2.285779999999999923e+00
-6.817040000000000433e+00 1.383010000000000073e+00 1.346389999999999976e+00 2.729400000000000048e+00
-6.766919999999999824e+00 1.498990000000000045e+00 1.479910000000000059e+00 2.978900000000000325e+00
-6.716789999999999594e+00 1.484339999999999993e+00 1.489530000000000021e+00 2.973869999999999791e+00
-6.666669999999999874e+00 1.351310000000000011e+00 1.382489999999999997e+00 2.733800000000000008e+00
-6.616539999999999644e+00 1.151100000000000012e+00 1.204450000000000021e+00 2.355550000000000033e+00
-6.566419999999999924e+00 9.535400000000000542e-01 1.020939999999999959e+00 1.974480000000000013e+00
-6.516289999999999694e+00 8.177900000000000169e-01 8.882900000000000240e-01 1.706080000000000041e+00
-6.466169999999999973e+00 7.680000000000000160e-01 8.290699999999999736e-01 1.597069999999999990e+00
-6.416039999999999743e+00 7.861299999999999955e-01 8.255599999999999605e-01 1.611689999999999845e+00
-6.365910000000000402e+00 8.253700000000000481e-01 8.345200000000000395e-01 1.659890000000000088e+00
-6.315789999999999793e+00 8.363500000000000378e-01 8.139399999999999968e-01 1.650290000000000035e+00
-6.265659999999999563e+00 7.913599999999999524e-01 7.449500000000000011e-01 1.536309999999999842e+00
-6.215539999999999843e+00 6.933700000000000419e-01 6.367699999999999472e-01 1.330140000000000100e+00
-6.165409999999999613e+00 5.672599999999999865e-01 5.149599999999999733e-01 1.082219999999999960e+00
-6.115289999999999893e+00 4.421100000000000030e-01 4.040599999999999747e-01 8.461699999999999777e-01
-6.065159999999999663e+00 3.368999999999999773e-01 3.163699999999999846e-01 6.532700000000000173e-01
-6.015039999999999942e+00 2.565399999999999903e-01 2.513400000000000079e-01 5.078799999999999981e-01
-5.964909999999999712e+00 1.965099999999999902e-01 2.017400000000000027e-01 3.982499999999999929e-01
-5.914789999999999992e+00 1.499099999999999877e-01 1.603499999999999925e-01 3.102599999999999802e-01
-5.864659999999999762e+00 1.120799999999999991e-01 1.234900000000000025e-01 2.355700000000000016e-01
-5.814540000000000042e+00 8.155999999999999361e-02 9.116000000000000492e-02 1.727199999999999847e-01
-5.764409999999999812e+00 5.863999999999999768e-02 6.508999999999999508e-02 1.237299999999999928e-01
-5.714290000000000092e+00 4.338000000000000189e-02 4.667000000000000315e-02 9.005000000000000504e-02
-5.664159999999999862e+00 3.459999999999999881e-02 3.568000000000000338e-02 7.028000000000000913e-02
-5.614040000000000141e+00 3.009999999999999828e-02 3.022000000000000033e-02 6.031999999999999862e-02
-5.563909999999999911e+00 2.744999999999999871e-02 2.769999999999999893e-02 5.514999999999999764e-02
-5.513779999999999681e+00 2.493000000000000077e-02 2.587000000000000063e-02 5.079999999999999793e-02
-5.463659999999999961e+00 2.170000000000000054e-02 2.344999999999999862e-02 4.514999999999999569e-02
-5.413529999999999731e+00 1.763999999999999943e-02 2.010999999999999940e-02 3.774999999999999883e-02
-5.363410000000000011e+00 1.301000000000000073e-02 1.610999999999999932e-02 2.912000000000000005e-02
-5.313279999999999781e+00 8.149999999999999259e-03 1.187999999999999994e-02 2.002999999999999919e-02
-5.263160000000000061e+00 3.340000000000000087e-03 7.790000000000000049e-03 1.113000000000000100e-02
-5.213029999999999831e+00 -1.270000000000000078e-03 4.020000000000000136e-03 2.749999999999999840e-03
-5.162910000000000110e+00 -5.709999999999999798e-03 5.599999999999999509e-04 -5.150000000000000064e-03
-5.112779999999999880e+00 -1.009999999999999960e-02 -2.809999999999999998e-03 -1.290999999999999960e-02
-5.062660000000000160e+00 -1.451000000000000033e-02 -6.400000000000000307e-03 -2.091000000000000150e-02
-5.012529999999999930e+00 -1.888000000000000095e-02 -1.048999999999999932e-02 -2.937000000000000027e-02
-4.962410000000000210e+00 -2.298000000000000043e-02 -1.521999999999999915e-02 -3.819999999999999785e-02
-4.912279999999999980e+00 -2.644000000000000170e-02 -2.043999999999999984e-02 -4.688000000000000500e-02
-4.862160000000000259e+00 -2.894000000000000045e-02 -2.574999999999999858e-02 -5.469000000000000250e-02
-4.812030000000000030e+00 -3.033999999999999891e-02 -3.049999999999999933e-02 -6.083999999999999825e-02
-4.761899999999999800e+00 -3.077999999999999833e-02 -3.398000000000000326e-02 -6.475999999999999812e-02
