# Energy(eV) minus_pCOHP_up minus_pCOHP_down minus_pCOHP_sum
1.654139999999999944e+00 -2.937600000000000211e-01 -3.461299999999999932e-01 -6.398900000000000698e-01
1.704260000000000108e+00 -2.871299999999999963e-01 -3.331500000000000017e-01 -6.202799999999999425e-01
1.754389999999999894e+00 -2.934899999999999731e-01 -3.166999999999999815e-01 -6.101900000000000102e-01
1.804510000000000058e+00 -3.171100000000000030e-01 -2.933000000000000052e-01 -6.104100000000000081e-01
1.854640000000000066e+00 -3.540800000000000058e-01 -2.663099999999999912e-01 -6.203899999999999970e-01
1.904760000000000009e+00 -3.940199999999999814e-01 -2.451500000000000068e-01 -6.391700000000000159e-01
1.954890000000000017e+00 -4.248899999999999899e-01 -2.405700000000000061e-01 -6.654599999999999405e-01
2.005009999999999959e+00 -4.390899999999999803e-01 -2.593900000000000095e-01 -6.984799999999999898e-01
2.055140000000000189e+00 -4.375600000000000045e-01 -3.010499999999999843e-01 -7.386099999999999888e-01
2.105259999999999909e+00 -4.292500000000000204e-01 -3.567299999999999915e-01 -7.859800000000000120e-01
2.155390000000000139e+00 -4.255300000000000193e-01 -4.114800000000000124e-01 -8.370100000000000318e-01
2.205509999999999859e+00 -4.326200000000000045e-01 -4.499799999999999911e-01 -8.826000000000000512e-01
2.255640000000000089e+00 -4.470100000000000184e-01 -4.645099999999999785e-01 -9.115199999999999969e-01
2.305759999999999810e+00 -4.571299999999999808e-01 -4.601000000000000090e-01 -9.172299999999999898e-01
2.355890000000000040e+00 -4.501899999999999791e-01 -4.518499999999999739e-01 -9.020399999999999530e-01
2.406019999999999825e+00 -4.196900000000000075e-01 -4.545899999999999941e-01 -8.742799999999999461e-01
2.456139999999999990e+00 -3.692199999999999926e-01 -4.717399999999999927e-01 -8.409599999999999298e-01
2.506270000000000220e+00 -3.108600000000000252e-01 -4.920499999999999874e-01 -8.029100000000000126e-01
2.556389999999999940e+00 -2.599299999999999944e-01 -4.971900000000000208e-01 -7.571200000000000152e-01
2.606520000000000170e+00 -2.293100000000000138e-01 -4.744800000000000129e-01 -7.037900000000000267e-01
2.656639999999999890e+00 -2.257099999999999940e-01 -4.257199999999999873e-01 -6.514299999999999535e-01
2.706770000000000120e+00 -2.486599999999999921e-01 -3.664499999999999980e-01 -6.151100000000000456e-01
2.756889999999999841e+00 -2.917000000000000148e-01 -3.174399999999999999e-01 -6.091400000000000148e-01
2.807020000000000071e+00 -3.452799999999999758e-01 -2.946699999999999875e-01 -6.399500000000000188e-01
2.857139999999999791e+00 -4.005299999999999971e-01 -3.032599999999999740e-01 -7.037899999999999157e-01
2.907270000000000021e+00 -4.524500000000000188e-01 -3.372399999999999842e-01 -7.896900000000000031e-01
2.957390000000000185e+00 -5.001600000000000490e-01 -3.835500000000000020e-01 -8.837099999999999955e-01
3.007519999999999971e+00 -5.441099999999999826e-01 -4.283100000000000240e-01 -9.724200000000000621e-01
3.057640000000000136e+00 -5.825200000000000378e-01 -4.625400000000000067e-01 -1.045060000000000100e+00
3.107769999999999921e+00 -6.100499999999999812e-01 -4.849300000000000277e-01 -1.094980000000000064e+00
3.157890000000000086e+00 -6.196000000000000396e-01 -5.001299999999999635e-01 -1.119730000000000114e+00
3.208019999999999872e+00 -6.052899999999999947e-01 -5.139299999999999979e-01 -1.119219999999999882e+00
3.258150000000000102e+00 -5.649300000000000432e-01 -5.288100000000000023e-01 -1.093739999999999934e+00
3.308269999999999822e+00 -5.014899999999999913e-01 -5.424099999999999477e-01 -1.043899999999999828e+00
3.358400000000000052e+00 -4.238700000000000245e-01 -5.490000000000000435e-01 -9.728700000000001236e-01
3.408520000000000216e+00 -3.461199999999999832e-01 -5.419500000000000428e-01 -8.880700000000000260e-01
3.458650000000000002e+00 -2.840900000000000092e-01 -5.164800000000000502e-01 -8.005700000000000038e-01
3.508770000000000167e+00 -2.500999999999999890e-01 -4.723499999999999921e-01 -7.224500000000000366e-01
3.558899999999999952e+00 -2.478100000000000025e-01 -4.159599999999999964e-01 -6.637699999999999712e-01
3.609020000000000117e+00 -2.702200000000000157e-01 -3.597400000000000042e-01 -6.299600000000000755e-01
3.659149999999999903e+00 -3.024200000000000221e-01 -3.176700000000000079e-01 -6.200900000000000301e-01
3.709270000000000067e+00 -3.286100000000000132e-01 -2.986400000000000166e-01 -6.272500000000000853e-01
3.759399999999999853e+00 -3.399499999999999744e-01 -3.015399999999999747e-01 -6.414899999999998936e-01
3.809520000000000017e+00 -3.382999999999999896e-01 -3.155299999999999772e-01 -6.538299999999999113e-01
3.859649999999999803e+00 -3.329799999999999982e-01 -3.259299999999999975e-01 -6.589099999999999957e-01
3.909769999999999968e+00 -3.323300000000000143e-01 -3.223099999999999854e-01 -6.546399999999999997e-01
3.959900000000000198e+00 -3.366100000000000203e-01 -3.039200000000000235e-01 -6.405300000000000438e-01
4.010030000000000427e+00 -3.374699999999999922e-01 -2.792700000000000182e-01 -6.167400000000000659e-01
4.060150000000000148e+00 -3.245500000000000052e-01 -2.601800000000000224e-01 -5.847299999999999720e-01
4.110280000000000378e+00 -2.938200000000000256e-01 -2.542300000000000115e-01 -5.480500000000000371e-01
4.160400000000000098e+00 -2.515000000000000013e-01 -2.601499999999999924e-01 -5.116499999999999382e-01
4.210530000000000328e+00 -2.108800000000000119e-01 -2.689099999999999824e-01 -4.797899999999999943e-01
4.260650000000000048e+00 -1.849999999999999978e-01 -2.696600000000000108e-01 -4.546600000000000086e-01
4.310780000000000278e+00 -1.805299999999999960e-01 -2.567200000000000037e-01 -4.372500000000000275e-01
4.360899999999999999e+00 -1.961600000000000010e-01 -2.327200000000000102e-01 -4.288800000000000390e-01
4.411030000000000229e+00 -2.250000000000000056e-01 -2.064900000000000069e-01 -4.314900000000000402e-01
4.461149999999999949e+00 -2.578699999999999881e-01 -1.874500000000000055e-01 -4.453199999999999936e-01
4.511280000000000179e+00 -2.854200000000000070e-01 -1.810499999999999887e-01 -4.664699999999999958e-01
4.561399999999999899e+00 -2.992099999999999760e-01 -1.875499999999999945e-01 -4.867599999999999705e-01
4.611530000000000129e+00 -2.934300000000000241e-01 -2.035399999999999987e-01 -4.969700000000000228e-01
4.661649999999999849e+00 -2.671499999999999986e-01 -2.237599999999999867e-01 -4.909099999999999575e-01
4.711780000000000079e+00 -2.254599999999999937e-01 -2.418500000000000094e-01 -4.673100000000000032e-01
4.761899999999999800e+00 -1.776699999999999946e-01 -2.509100000000000219e-01 -4.285800000000000165e-01
4.812030000000000030e+00 -1.332200000000000051e-01 -2.452300000000000035e-01 -3.784500000000000086e-01
4.862160000000000259e+00 -9.790000000000000091e-02 -2.229800000000000115e-01 -3.208799999999999986e-01
4.912279999999999980e+00 -7.266000000000000236e-02 -1.877099999999999880e-01 -2.603699999999999903e-01
4.962410000000000210e+00 -5.516000000000000070e-02 -1.471899999999999875e-01 -2.023499999999999743e-01
5.012529999999999930e+00 -4.234000000000000263e-02 -1.097299999999999942e-01 -1.520699999999999830e-01
5.062660000000000160e+00 -3.216999999999999721e-02 -8.061999999999999722e-02 -1.127900000000000014e-01
5.112779999999999880e+00 -2.401000000000000009e-02 -6.078000000000000069e-02 -8.479000000000000425e-02
5.162910000000000110e+00 -1.796000000000000027e-02 -4.798000000000000181e-02 -6.593999999999999861e-02
5.213029999999999831e+00 -1.426000000000000011e-02 -3.917999999999999955e-02 -5.344000000000000139e-02
5.263160000000000061e+00 -1.307000000000000002e-02 -3.228999999999999926e-02 -4.535999999999999754e-02
5.313279999999999781e+00 -1.477000000000000014e-02 -2.656000000000000028e-02 -4.132999999999999868e-02
5.363410000000000011e+00 -2.032000000000000126e-02 -2.217999999999999833e-02 -4.249999999999999611e-02
5.413529999999999731e+00 -3.107999999999999999e-02 -1.974000000000000060e-02 -5.082000000000000406e-02
5.463659999999999961e+00 -4.778000000000000302e-02 -2.021999999999999839e-02 -6.800000000000000488e-02
5.513779999999999681e+00 -6.905000000000000027e-02 -2.502000000000000057e-02 -9.407000000000000084e-02
5.563909999999999911e+00 -9.064999999999999447e-02 -3.563999999999999807e-02 -1.262899999999999856e-01
5.614040000000000141e+00 -1.064100000000000046e-01 -5.247000000000000275e-02 -1.588800000000000212e-01
5.664159999999999862e+00 -1.109200000000000047e-01 -7.345000000000000140e-02 -1.843700000000000061e-01
5.714290000000000092e+00 -1.023300000000000043e-01 -9.367000000000000326e-02 -1.960000000000000075e-01
5.764409999999999812e+00 -8.346000000000000640e-02 -1.068400000000000044e-01 -1.903000000000000247e-01
5.814540000000000042e+00 -6.013999999999999901e-02 -1.081499999999999961e-01 -1.682899999999999952e-01
5.864659999999999762e+00 -3.828000000000000153e-02 -9.687999999999999390e-02 -1.351600000000000024e-01
5.914789999999999992e+00 -2.152000000000000093e-02 -7.670000000000000429e-02 -9.822000000000000175e-02
5.964909999999999712e+00 -1.068000000000000026e-02 -5.365000000000000324e-02 -6.432999999999999829e-02
6.015039999999999942e+00 -4.680000000000000132e-03 -3.314000000000000279e-02 -3.782000000000000639e-02
6.065159999999999663e+00 -1.809999999999999977e-03 -1.807999999999999885e-02 -1.988999999999999796e-02
6.115289999999999893e+00 -6.199999999999999999e-04 -8.710000000000000728e-03 -9.330000000000001487e-03
6.165409999999999613e+00 -1.900000000000000105e-04 -3.700000000000000164e-03 -3.890000000000000228e-03
6.215539999999999843e+00 -5.000000000000000240e-05 -1.389999999999999960e-03 -1.439999999999999874e-03
6.265659999999999563e+00 -1.000000000000000082e-05 -4.600000000000000139e-04 -4.700000000000000401e-04
6.315789999999999793e+00 -0.000000000000000000e+00 -1.399999999999999877e-04 -1.399999999999999877e-04
6.365910000000000402e+00 -0.000000000000000000e+00 -3.000000000000000076e-05 -3.000000000000000076e-05
6.416039999999999743e+00 -0.000000000000000000e+00 -1.000000000000000082e-05 -1.000000000000000082e-05
6.466169999999999973e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.516289999999999694e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.566419999999999924e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.616539999999999644e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.666669999999999874e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.716789999999999594e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.766919999999999824e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.817040000000000433e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.867169999999999774e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.917290000000000383e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.967419999999999725e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.017540000000000333e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.067669999999999675e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.117790000000000283e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.167919999999999625e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.218049999999999855e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.268169999999999575e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.318299999999999805e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.368420000000000414e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.418549999999999756e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.468670000000000364e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.518799999999999706e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.568920000000000314e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.619049999999999656e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.669170000000000265e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.719299999999999606e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.769420000000000215e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.819549999999999557e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.869670000000000165e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.919800000000000395e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.969920000000000115e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
8.020049999999999457e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
